id_recurso;guid_recurso;subsistema
027075-0;e54b9b2a-a277-487f-82e2-50f6c781bf9e;SE
027092-0;9827448f-40ab-486d-ac63-feffee6295d7;SE
027093-8;bdbff47b-2e52-420b-a93c-2170559f08e0;S
027094-6;f0351f18-6f35-4feb-a4da-8992e80496c0;S
027096-2;10c659cf-b29b-445d-b6ff-b414307caaf3;SE
027100-4;f130a664-619d-43db-a25e-a168f462e41e;S
027102-0;7715b961-ad34-4fa4-a5e7-cc74b83faa48;SE
027107-1;a096889a-3798-4f2c-a7b6-5e651a17744c;SE
027108-0;9d5287bf-4db8-43e9-a212-63d068084e49;SE
027109-8;9d81a0c5-b3e2-4f26-aadc-3605e9f4df01;SE
027110-1;6ccf7597-3e0e-4976-ad45-8557a1339ab9;SE
027111-0;703594b5-7d93-4fa6-b716-a4fac1a7c917;SE
027112-8;865a66aa-aff7-4b4b-9d59-33dbb1c173b2;SE
027113-6;aac40919-9cdc-4343-9e5e-76adef1ff13c;SE
027115-2;e04efece-d01c-441b-8cbd-b352e21aabe0;SE
027118-7;f6064486-a4c8-4978-9b9d-c0009840ca14;SE
027120-9;c51520c1-2128-46b9-a63f-3a02376a8e5c;N
027122-5;81b3998e-b5f9-43e7-94e2-0dc15d7c60dd;SE
027125-0;f6bfb27e-35ad-4983-a9a2-066f6cc2070c;SE
027130-6;6c0f3162-c881-4ac8-bb5f-683851258e5c;N
027131-4;e5f71a0b-0e35-40b7-91c7-ec96a0d5d5b9;SE
027139-0;526da844-9359-406d-b3e4-21e06cbc24f6;SE
027153-5;430cb0ce-0df8-48c4-adfb-2903e48c0ca1;S
027161-6;99b933db-e49c-491c-8cca-6c4dea7ced6b;SE
027172-1;746182a8-8448-43dc-a4bc-bb843fd6793a;SE
027174-8;704a1ded-e6d2-436e-9b2e-d0d8117474ad;S
027176-4;98cef5bd-a700-452f-bbd8-c96d52f814fb;SE
027182-9;c3b3758a-4dc4-4a66-bba1-38842b984b28;SE
027184-5;244d8ada-fd93-4036-9ad7-e29a306de62e;SE
027186-1;fd3b7847-7d02-4944-a3b8-809ea95840c5;S
027195-0;cfe2b9c5-2957-49f9-afcf-e41d41da2856;SE
027196-9;00fb4360-9638-408b-8f86-f8b590f1db33;SE
027207-8;a69db3b2-ec4f-44e5-9c7e-fe684517549b;SE
027210-8;a58d32af-d64f-438c-b9cc-1508bd0c6a7d;SE
027213-2;de753e5f-2042-4810-a7dc-1a866a588e03;SE
027216-7;2546e7da-6ea7-496b-9cde-83c6154889c1;SE
027227-2;630f355c-81f1-4b67-beb3-29f15d6e2942;N
027228-0;c6b65200-d9b1-4832-a6b6-07742fbe693b;SE
027243-4;67487d97-3c3f-47b4-97b7-d84605ad52a0;SE
027244-2;b9bf7793-53fb-4726-8370-eeacc570b904;SE
027250-7;bd6a2e42-67c0-4a90-ae91-42e66e0e4892;N
027263-9;e6657514-a89f-43ec-ac23-bc350e02385e;NE
027274-4;4c2b9f54-304a-445b-893d-85ea7c9db8fa;SE
027326-0;c5b8948f-5194-4531-afe7-e08e8742a3de;SE
027333-3;334b8573-72a9-4503-8f7f-1c3d7a603fca;SE
027335-0;aa529cb3-fc0e-4266-9837-067ad1afdb2d;SE
027338-4;66c25438-a9f6-4efb-acfb-161be6ef99d1;SE
027339-2;9bc5a954-5236-4ce6-b3b4-0a1a4562b304;SE
027342-2;075ec0c2-e0bc-47f8-870a-a22ac09817fd;SE
027343-0;f46d1fa4-b5c4-4e79-8336-9213f27df81d;SE
027345-7;18d96c07-44ee-4837-a6cf-5e47b9f46cb0;SE
027370-8;6e8b97a4-54ba-48fe-aa56-b8d82b0a293c;SE
027395-3;8a774a52-8950-4316-ace0-049f2c1fbe3a;S
027401-1;a5f2da45-ed9d-4c74-a9a9-f32678d47af2;S
027402-0;fdb3923f-2e34-437b-a4a7-306e339f6988;NE
027405-4;3fa21ed5-7ea2-476e-823e-09ed2c96985e;S
027411-9;fac1fdac-dcbb-4a16-ae20-90686064fe19;N
027414-3;26bbcf0a-109c-4219-81c7-2ba5870b818c;NE
027415-1;c94c11e1-89ac-4712-80ab-23e9f6f0580d;SE
027416-0;c8a9b372-811f-42e7-9d1a-4e8e7a561878;SE
027417-8;ebd55beb-11d2-4f26-870b-be6ecf1bc8bd;SE
027421-6;2977a6de-337f-45f1-a867-0b0197a24922;SE
027448-8;4688c3df-6007-4a84-8325-774ee0a5220c;SE
027476-3;9a982d53-e4c0-4329-8513-5c0ad5bbb155;SE
027483-6;81e8c189-65e2-4d33-979c-ea843bb608c9;SE
027484-4;96f692f7-acd3-4f80-81d3-cbd06922b708;SE
027530-1;190991cf-0ace-4b25-ac68-8b727e00a73a;SE
027532-8;bcd50a05-d071-41f4-960d-f60f90e71ddb;SE
027533-6;be25088d-6df7-4aad-acd3-e2d8d5d8e8c1;SE
027534-4;57683aac-3b63-46a2-a970-c84625591f93;SE
027537-9;d6992d2d-915b-44bc-86a5-f5515ea0c4e6;SE
027549-2;3120ddf9-677e-4f4f-a44d-092c912a2a31;S
027556-5;a74efb7b-57a9-45db-a6af-059db0e5bc25;S
027567-0;a6ecf7b6-0473-4deb-8a40-880fb955d404;N
027569-7;b5335667-4c23-492f-8e7f-5ab4b8d6a829;N
027572-7;8b6d9e8e-aa3b-4988-8985-2a0003fc8553;SE
027575-1;2fbd28e7-597e-4d07-a49f-35f3381cef7e;SE
027576-0;6619018f-6309-4497-9fc4-575b2850dfb8;SE
027587-5;324b566a-9392-4a9b-a7e6-7284204ff99b;SE
027620-0;098fb8e8-fa8c-42e5-9e02-49fd51062a9b;S
027645-6;5246a0a8-3eff-4ef2-a7df-eb70b33759af;SE
027665-0;158432bb-9830-4ff9-8106-28ec36b75d09;SE
027672-3;ce715ae0-7958-4bdb-b610-b9609194f1ea;SE
027673-1;9e988459-eacb-4336-9537-c13aa368066b;SE
027709-6;11b216e2-e037-4e56-870b-678ede86300b;SE
027711-8;9028200e-db9d-4abf-8900-c39793c05843;S
027713-4;c60fce14-83dd-4408-bca6-10563263bc02;S
027719-3;133f77ff-2dbd-4ad2-a716-46532cef51ea;SE
027722-3;3967a81c-1595-435d-b3e7-589caf61894d;SE
027727-4;b8bc4ba0-0fb0-4213-acff-d40f86e8bf14;SE
027728-2;0b56c7ad-f07e-4c9b-bf0b-c4b2778be530;SE
027729-0;8484bc27-2c6b-4374-9696-18d343d05c51;SE
027730-4;4026945d-9088-4edd-b5a8-1e82389ee916;SE
027731-2;c6acd977-93f7-47d8-b05a-044692dde249;SE
027733-9;4e6d397c-dbcb-4a30-9ad3-e1e9bbc29b6c;S
027750-9;4bc8d4a6-009d-41ed-9f78-0f681f8d1e8f;SE
027767-3;8a04d30f-864e-4529-a564-a4429df976b7;SE
027768-1;77d61e99-2dd4-40ea-921f-d109b0ae3f82;SE
027769-0;66eacf12-a02e-4633-bbc0-d513697a1716;S
027787-8;0677a235-3d3b-47ed-8cef-3664eaba214c;SE
027795-9;c7d2cba6-b4fc-4628-9cb5-521a7cc5cee2;SE
027796-7;1d6817a2-3d4d-4e32-b71e-12db7bcc9108;SE
027814-9;c5dc0463-efea-45a5-9275-079ca9b82bef;SE
027842-4;26fdd9a7-2c1f-4fb8-b14e-5d72a6e4fd37;SE
027862-9;9da7af0d-bf63-41f9-8461-efe04963325f;SE
027867-0;0a69e3e8-af41-4422-91ae-44a9161a2182;SE
027870-0;56694692-6b60-4c6b-abd1-7bb5b2af77e1;SE
027872-6;27db3489-5212-4d96-b857-4bd4d45b6086;SE
027876-9;a607d385-9f12-42b1-a2bc-db86f14f9f8c;S
027877-7;ba3c2fa8-8879-46ec-8a5a-400dd52c2517;S
027878-5;b2422816-8b21-4285-b4f5-29a19902e183;S
027879-3;d10c34a8-e8a1-48b6-94bd-a7af745a5821;S
027885-8;c123368f-43ea-412a-8e9c-d89415cbfd01;S
027886-6;3d48a769-2849-47f6-b914-a2cc1d59cc69;SE
027888-2;3bfa685d-88b6-49e3-aea6-ed6eec410428;SE
027891-2;d946e137-57cf-4534-8efd-8dcc52f64728;SE
027908-0;c63c9eb2-e1e9-42c3-a015-a38516111e1c;S
027910-2;dec4136b-38a5-4f1a-9a58-dc6654c9dcb3;SE
027913-7;13fdcf7a-3244-4ede-b030-48f7ebb2e86a;SE
027923-4;2660f9d7-0ac5-47c8-9511-16f48a0e8642;SE
027924-2;66e19f0b-5348-4dc2-8bc3-ebb7d2c7404c;SE
027928-5;5dd98087-db22-4622-ab96-4262f9c50a0b;SE
027932-3;20ec8bba-dce1-4003-a2ba-339a6f40f72a;SE
027935-8;aa0d209a-f27d-489d-a07d-5ecd1eb1af50;SE
027940-4;88e636c9-dac0-4bac-815f-3d923596db73;SE
027941-2;ff4c56f9-18d9-43be-b277-8645be914772;SE
027943-9;d564dea8-4a6f-4146-aabc-cc43e94f1c22;NE
027948-0;04891ac8-63b5-486e-b7c0-ebce5bee6de7;S
027950-1;0095080e-d2a4-4538-9776-f75ebf2611b8;SE
027952-8;216c88ac-8b5e-4dc0-ab3e-58d043bfbb32;SE
027956-0;833e402b-22b7-448a-ab59-cc50d7f68018;SE
027957-9;8df2e27b-e9e3-4023-b029-aaffa99bdd24;SE
027958-7;337afdeb-0a4e-4a9e-8994-e17284598217;SE
027963-3;04e55182-eb04-4764-a9da-4f6dd39409da;SE
027968-4;d5d4be4f-06d0-4757-96f9-4319f0c61ca0;S
027972-2;dbc45768-fcd6-4568-b066-5384ac0708f0;S
027974-9;aa0cd1a0-f317-462b-bee1-5457840b2fc8;SE
027975-7;433fda0c-26ff-4c7c-aec9-b87343c4ab4e;SE
027984-6;d7c30670-e5d8-4693-9d9f-5768f06e5147;SE
027985-4;6e390bd0-5789-4e8f-ae7d-e6bd2eaf33a2;SE
027987-0;bbc00a0b-0c4a-4f20-9a56-3bf4ff3d11a9;SE
028000-3;9eb2642c-10c7-4fd6-9d90-a45169bfcde7;SE
028001-1;e120fe90-d8db-4c6d-bd83-b470b51e1cd0;SE
028010-0;da07fd55-7e44-4647-8cea-baea4a3a4fd5;S
028012-7;03affb15-3999-4bec-8125-4594768a2ac8;SE
028014-3;7280623e-6b64-4c68-99a2-a4cef63cec53;SE
028018-6;7936438a-c247-40d2-9243-2f5896124898;SE
028019-4;56515026-c40c-416d-9bea-2dd3fbc3d847;SE
028020-8;0f954642-e508-4f46-99f2-72355c9bbf76;SE
028022-4;a13c8dd2-dbbd-4398-9c55-8c46c7da1e85;SE
028023-2;c83be63e-d0cc-4879-a3f7-d706f86407e9;SE
028024-0;412fca14-b086-47a1-bf83-3f4620a23334;SE
028026-7;3d1ed23c-4e00-4d1e-b4db-1dc7fbb10f3f;SE
028028-3;f668df16-6a38-4126-b0a2-7e4220ea8649;SE
028029-1;a21580ea-6dbf-4032-80a0-15b9efd8f713;SE
028030-5;44ee7700-8529-44f6-b31c-0ff526c55bbd;S
028031-3;39d46265-57b6-4a4c-a6bb-c55fb16ac50d;NE
028033-0;03477610-e9a8-41fc-bf85-233729be3c4c;SE
028036-4;b47b4a62-ac05-4332-96cc-2a3b7dc502e4;SE
028037-2;5cf879d8-5908-4d49-9ccf-df063b0fc381;NE
028038-0;91a6cd90-2bb6-4222-8344-a811715eca2e;S
028042-9;0805ba6b-a822-457d-af4a-687a44c2a1b2;SE
028043-7;d0d2f651-21fd-42be-ad1f-26aed857cb83;SE
028047-0;d30a2ff3-67cb-447d-af58-a81956330296;SE
028051-8;39b95cf7-a402-4e2b-bd39-87ef0fdd106b;SE
028052-6;9c2bfe6a-aea2-4d96-9932-da855a81348f;NE
028058-5;2f9bf9ec-a4a9-4211-ae09-f205bc9d4246;SE
028060-7;8c7def2f-dcda-4a8b-ac1e-b72794597cba;SE
028074-7;04c772cc-0477-430e-a001-260d21cd6c78;S
028076-3;8ee59c88-be96-4b2f-892f-5f8fc55bdf8a;SE
028082-8;a409814b-f485-4a3f-8f0c-2cc40d6fad26;S
028083-6;21bdc1d5-a791-4155-9170-656edef35a3a;SE
028084-4;0d5e99b1-5da6-4497-a763-282c2f851d01;SE
028089-5;72232cea-3d91-4ce2-826d-be496b7bb0e0;S
028091-7;7a83bc02-d756-4dd0-a13c-1e751d22854a;NE
028094-1;670a7901-3f6e-4734-a84b-d018f5f898a7;SE
028096-8;5b6bb1c1-14de-4590-b81f-37ef45fc82a3;SE
028099-2;93e58d6f-2ff5-4f51-bf94-873c685880da;SE
028101-8;e476cea1-9f7c-48cc-8ac3-e0fe27046ee5;SE
028105-0;5ea1ad53-1dc4-4554-88ca-4037dca0934c;SE
028106-9;34e518a7-15a9-433a-a0ec-2453a4e98b7b;SE
028111-5;388111f5-2473-431b-adeb-fda86da02ede;SE
028112-3;aedc1d70-0196-4d60-b115-e634617118f7;SE
028113-1;c301d0cc-a3ba-40f2-a1d3-981785f43d85;SE
028118-2;3d0461ef-e768-43d6-8549-92e585a3b680;SE
028120-4;e2740c6a-5b68-468c-9ab4-ed37b87b7f66;SE
028121-2;f78b2a74-f5db-453d-afdf-0d2fe5eb279f;SE
028139-5;f338a978-1170-4e43-8365-506de25d7156;S
028140-9;88c5dc74-8545-4dfb-8e88-bd85e2d20d94;S
028148-4;3aa3fd05-e8a1-494b-ac6e-cd8344e41d54;S
028149-2;e4a379bb-43fb-44eb-b5f8-e87bc26f11cf;S
028167-0;db2756d1-cab5-49a1-b271-b6cda2792de6;SE
028168-9;50980fbb-b32a-43fa-a89b-ba04a69cfc80;SE
028171-9;e1ec5628-a58b-4f3f-b1b7-83df66d30d31;SE
028174-3;c90bd2ad-f638-4846-b5bb-7b73852b1aff;NE
028175-1;5bba5207-8703-48f5-b998-62791f55ac5c;SE
028178-6;83ab5af7-0b72-47c2-bb2d-b6f781d9103e;SE
028182-4;42490f19-27a1-4a6e-a95d-65aa2b457644;SE
028183-2;695cb1f5-62dd-41ea-9c3a-d8778e5eaa9f;SE
028184-0;dce23098-a5fc-4b68-99c1-c9193428b8fb;SE
028186-7;ff558902-7d9d-4b7a-8ae5-1023d6f63a57;SE
028187-5;70a54a62-8659-42ac-926a-c56845ad2829;SE
028188-3;865bc4cb-b5a5-4a5c-bf9d-fa57e8d57c7f;SE
028191-3;472a7468-5787-4d2d-961c-21ba1d9a98ca;SE
028194-8;93d7a861-0889-4a21-af95-dce236e5350c;SE
028195-6;4a257026-2ce2-4130-a237-c04aaf1ad816;S
028202-2;1879ab43-9e96-4b38-ab2d-d9f6a367b1fc;SE
028203-0;6f3b0077-e7dc-482c-b9a0-2f19db9455c9;SE
028204-9;beedb333-30d9-454f-b918-76521f6d5065;S
028205-7;3c6cf624-01ae-44ab-a4e4-bcf380ebbf86;S
028206-5;30f79d3e-192f-409a-acfb-f465f913bc1a;NE
028209-0;3e6b1a4a-3b70-4bdb-bbca-279309b715d6;SE
028219-7;28e266d9-a6b5-493d-a3f8-e4fd16a6fcf2;SE
028221-9;bea06427-02da-4bbf-897f-900cd320ed30;SE
028225-1;9e386f15-03cb-47c8-9d7c-3db80e6ad934;NE
028231-6;f9960f21-0a2e-4e62-9797-08ff10f0db68;S
028232-4;64bb6f5d-e43e-421e-8ab5-5384bc9c3727;SE
028239-1;c84a71ca-6712-4e3e-93ab-0dc7e07bb9d1;S
028240-5;1e633118-9a18-41c5-a15f-b5c02c32087e;S
028242-1;fb0abe4e-df59-4f36-bab6-ff8a72325bfb;SE
028246-4;4f96b9d2-3e3f-4331-9531-485446330e5d;S
028247-2;99e8da69-c7ae-457b-b103-7bd84a8661e8;SE
028288-0;77298ea2-e822-42e6-a033-b0690d2d9adb;SE
028324-0;dcfac3f7-5f3b-4c43-800b-9c3758e016fa;NE
028325-8;864fb31a-819c-4482-a06e-7c1a29880f34;SE
028326-6;0c972321-93eb-4e75-8eae-9578c019cb17;NE
028344-4;471310a9-550a-4fbc-8625-811c187991ed;SE
028347-9;0200da0a-af64-4791-ba75-431a49f7212f;SE
028352-5;06df0804-952f-42f9-b8ee-0020f40a6110;SE
028353-3;1c2553c4-ab50-4571-9dea-7fbd5d748300;SE
028354-1;243c19d1-6ee0-468d-a3a8-a475f2c199fa;S
028355-0;a63a8526-4283-4804-8f66-2edca0d0dff7;SE
028357-6;423522a9-1245-4a57-9bf3-f0d37498b8e1;NE
028358-4;6bb5c234-3736-43eb-a4d3-c1db9910345b;NE
028359-2;089d3680-7039-4cc3-8436-ec559a978ebc;NE
028360-6;eea3958c-c5ba-4f60-97c6-b9f184da1ef5;S
028361-4;262f35ae-df23-4be5-b85f-0eebce8aa081;S
028366-5;1db78337-4d6e-4374-ada1-178211b8a86f;SE
028367-3;66284052-11b3-474f-8b85-4172e25af636;S
028368-1;21f420d1-fbe5-46e3-9cbd-40fb93874001;SE
028374-6;3bdd10e6-88d1-4420-b5c0-aac3442d14ab;SE
028375-4;70afad63-dc4d-4189-a73d-6eb9911676c7;NE
028380-0;317f6665-5c3f-4c21-86b4-c999bea9c36a;SE
028381-9;96c61651-c950-4a0b-8e10-d141158da7e8;SE
028388-6;88450d61-5869-49ec-8d47-7ad4bf5457ec;SE
028392-4;6947c37f-11e6-4232-9a03-10c76b9df1bf;NE
028393-2;1cab4f13-68df-4ae5-83b7-c56d28cc571b;SE
028395-9;8dd92fe0-cd41-48b3-b3b7-fa7e5fdba373;SE
028401-7;1357af92-91f0-43f3-b2ff-725b02a8970c;SE
028424-6;986de0db-5d1a-43b6-bf81-5f4ce61bb58f;NE
028426-2;a5843483-fb50-430d-9139-17c0eec7d227;SE
028430-0;19d3cc03-e7b2-48e7-a035-b7c72d5790cd;S
028431-9;2eb7f72c-89a8-488e-b8b1-7b1ec9136b3b;S
028440-8;21ffc864-a2c2-4310-b8bb-7daf48c26d46;NE
028441-6;a8575eef-0df3-4383-93ce-b569377b7e43;NE
028443-2;9159746a-d8ff-4f31-9a8e-d4a572c77794;NE
028444-0;584ebbcf-bffa-444e-8d54-b6ffcb0220f3;NE
028446-7;768469b7-ab28-43e4-85a2-325240ef7648;N
028447-5;863fb9fa-1ca0-4669-b99d-35247cda1e7d;N
028458-0;b764a3e3-eafe-4ffb-81de-f7d2bd379e30;SE
028462-9;37deca70-fe5d-4b63-9133-a0c46b882d47;SE
028477-7;47f6445b-8a79-42f4-ac4c-270b8ff029db;SE
028478-5;3d266bb3-8f4b-471d-8a1e-6dd1f2f0032d;SE
028479-3;fbd298e3-da54-483e-851b-920e44815434;SE
028481-5;503500b7-a642-4cd4-9fac-4e178c5169e2;NE
028482-3;da25c167-6829-42e4-af00-073aef173cb8;SE
028491-2;0a51947a-d9fa-4f04-944f-fc3e191c65d7;S
028500-5;3178dafa-9404-4af4-9c2a-5e229fc7b7c1;N
028510-2;470a2fc2-ebaf-4edf-acf7-5d1d6e78d8e1;S
028515-3;60dd7767-d238-4251-ae14-df7d4e5d5319;NE
028528-5;be1c9f00-9661-41b6-bf50-2a4de78f00cb;NE
028529-3;0ccd645e-1b94-457b-adac-06c00a624ed5;NE
028530-7;4815321d-284b-4843-8854-c948a4be762a;NE
028531-5;84a40707-ad77-47e7-b766-a56ee18c8373;NE
028532-3;7a829835-edc8-41b4-987a-cf76130ba523;NE
028533-1;02b338c1-9615-4a54-a73e-a9a2b09b1956;NE
028534-0;6f3fa86a-5a95-40c7-93f5-483ea8134c03;NE
028535-8;a0e4a358-2c96-42af-877c-4ad39e70dde3;NE
028536-6;9554c150-b43b-479f-8d52-5b0ee6cfddcd;NE
028537-4;48cb8fb6-df55-4f32-8181-4060820fd42e;NE
028538-2;b6c9b03f-5487-4268-b041-544230ad0e7a;NE
028539-0;2464c294-4a0e-4615-87f4-6a94fa630ea7;NE
028540-4;981865b9-4411-4f3d-8d8c-27db2c4101f0;SE
028541-2;c2e51ff7-727e-4255-9cfe-981ad2e6bccd;SE
028542-0;d857a6c9-90b3-41fb-91b9-da6957ece256;NE
028543-9;f62d2e39-eb5f-49d9-8725-77f4333ff834;NE
028557-9;eb8c08ac-48fe-4d3a-ba5a-3a1cbd6de23d;NE
028558-7;16038078-bf13-41c3-9178-d5e2b801c104;NE
028562-5;dabaea0b-fec2-4219-b818-79c0f33aec43;S
028564-1;94cadb0e-bdcf-4236-a083-607af939bf50;S
028565-0;aaea8c45-1452-482f-9714-bb54007cb250;NE
028567-6;e41b8861-0913-4d2e-9c02-bf5c20bd861a;SE
028569-2;182f2a97-1503-4c48-92c0-757a0266c44f;SE
028570-6;31188719-3e46-46bc-839b-b864c92b9862;SE
028572-2;d51be5e4-644e-4b86-aa1d-56bdbc484801;S
028580-3;d66379cc-c51c-4060-9c10-6e556d4baab9;SE
028581-1;95cb38f5-0440-4b72-8eea-b1599b355809;NE
028584-6;12515d5a-dc66-47c9-83eb-c7faba393966;NE
028585-4;1224c4f8-1a78-47bd-9fab-4daa4df952c0;SE
028596-0;79243bb3-f3ad-4ff3-8dda-866bfd550061;SE
028600-1;3429b341-db97-412b-b7f0-8bb6d0e1094b;S
028605-2;a3b44bbf-dcb7-4261-a34a-5bd067bc826f;NE
028607-9;4765d64d-b9a9-452a-be29-fdab5f7e345f;SE
028612-5;6f45565b-61aa-4b98-801f-3118ff8a42a2;SE
028615-0;fb2f134a-97a5-484e-996f-0790c2753e4a;NE
028618-4;415e8ec0-5219-4bae-a3a9-1e46f5ad447f;S
028620-6;ef87dfbd-bc9d-41fc-8e2c-8e845ee3f330;SE
028630-3;ccfeee1d-e5c9-4509-b817-9b17dda30c03;NE
028631-1;9b513669-59bb-4a04-b9bb-848d004f1a7d;NE
028646-0;9ddb6bd4-b192-48c8-8674-1418a0ec1bae;S
028648-6;a345a246-4bc0-471c-a56f-936277a5be9a;SE
028649-4;b84843e1-2095-433d-bf4c-44216db1a512;NE
028651-6;c6c3c40d-8b8d-4098-8f8d-38ac80dbe2b7;NE
028652-4;f9e5d5d3-3f34-4ec6-8f89-43bcaa996dc9;NE
028653-2;f8cde965-cfaa-43bc-b402-dfb7785357ac;SE
028654-0;8d180d56-a84f-4bc6-bfb5-d0803e4da628;SE
028655-9;f4622f0b-bc18-42c7-88ab-34ea3e1001bc;NE
028660-5;e4b59809-5ac6-4275-9fa6-1c56b2332195;NE
028670-2;f9c50ce2-0aae-4117-9494-6c2b9ca2fae9;SE
028671-0;d5459bc0-4dd6-42eb-a7e8-c78e24930f6d;SE
028672-9;c7fa720b-a0bb-4aea-aee1-77a7dd35e309;SE
028673-7;253410ef-b4c2-4b62-b03e-4e02f6090fa6;SE
028674-5;ee76010e-c057-4e21-aed1-611175a80db5;S
028681-8;a465c868-b954-4c1d-b696-61862cda70c2;S
028688-5;b7dc9183-e541-4f54-ad8a-e967565ef31b;S
028690-7;a41df140-dd36-4d08-a5d3-49042e310cb6;S
028692-3;7d12989a-86fd-415a-8e98-37921a355f7c;NE
028693-1;dbc985bd-dede-4daf-8be8-3663000ee0e4;NE
028694-0;83c8392e-d35c-49e2-84f1-5674ccf0843a;NE
028695-8;11aa1e2d-f36e-48f2-8cbf-926351259072;NE
028696-6;58061e29-240d-4c07-8adc-276d9bd4d6fc;NE
028699-0;1be836d4-48c1-4962-86ea-ed41938eb964;NE
028706-7;123edd68-f96d-446a-b66f-b1c0dbfbc894;NE
028707-5;60e75087-c5a3-4d0a-8c76-50eb05043bd3;NE
028708-3;d3cb1ed9-9ae8-4a5b-88cb-90d1212165e5;NE
028712-1;5ccc6234-770b-49b7-9566-70d51e0f2bbe;S
028715-6;16b6a77a-509b-47b9-8f73-11dfc6ee21c2;S
028719-9;498fc806-e179-460b-850e-8b19f3c931a8;SE
028724-5;0dd41ff2-cd39-4878-905d-14b4247bae0a;NE
028725-3;3f361775-500f-4168-be4b-7868fcc245de;S
028727-0;d8c59ce3-63bb-4f78-abd8-f6bdab11c531;S
028730-0;d8e430b8-3d0c-445a-9a93-b602624f45f5;SE
028731-8;fbbd88f3-714f-4deb-a01f-394fa5741154;NE
028734-2;0749d380-2248-4bfe-bcb3-6a28892d22bc;SE
028735-0;fd352f5b-e444-48dd-afb3-5674e820152f;SE
028737-7;a90a2fb2-4d7f-4d54-9491-b3d9f4e6663b;SE
028738-5;2cecee25-871d-4308-a48d-835cd2bfba9e;SE
028740-7;09fa85d4-9f3f-4d72-95c8-939b380e0c7b;S
028745-8;6b01a2d1-7b1f-4f09-a6b7-ef3792ef6f10;S
028747-4;fc01a133-190d-452f-9dae-64f38dc5e36c;S
028748-2;22f2bfdd-275a-4ab1-806e-2efb52fef5d3;S
028749-0;ca77bf8b-4622-4e0d-91be-3612e000bed2;SE
028750-4;e9c1c5e2-4d1b-4af9-92d5-f3bb0da359d4;NE
028752-0;2ef19527-92b1-44da-b847-eef730b5343f;SE
028753-9;34f09c3f-2e39-414e-aa4f-31c002e3187a;SE
028754-7;90372882-c29d-44d2-b802-7bd419b83c73;S
028755-5;27a34c28-2810-4ed7-a1a6-5e788c2f4d7c;S
028756-3;483fda85-b63e-4d59-be11-28562697bc5a;SE
028757-1;fef38571-dd3f-40bc-93bc-0785890a2596;SE
028758-0;3c061abf-43db-47ba-a6d4-01e983d792fd;SE
028760-1;5ca87cc8-26ae-4f01-a857-6d53363768c7;SE
028761-0;5eecffd0-d5b8-41f2-83fc-8f4dae52620d;SE
028770-9;5903be30-7f59-479d-9f4a-acca5dc6d8cf;NE
028771-7;ef31cd9e-6ed1-4d98-9211-afcc1a03cb75;SE
028772-5;b50da47b-66d2-4fba-b582-f9cf9a4541d6;SE
028774-1;1bc91233-da20-4fd3-82be-ea2802dbb652;S
028776-8;fcad34f3-1fad-4475-b3d8-c1ea5b81e3e8;S
028778-4;241c45d4-9caa-4bb2-8f6d-7b00d338fb51;S
028780-6;2c85f4d9-407c-45ca-83b6-bc9235422a2f;SE
028781-4;a19a32ba-e900-48c9-afe4-a62c427202f7;SE
028782-2;addb7738-85d9-4ad6-9530-74229e52ec47;S
028783-0;30f8184b-5b70-44bd-ae52-4aad09591564;S
028788-1;55dc9d54-6b46-4825-b504-bde7bc2fbbe3;NE
028793-8;86234ae3-487f-45d7-8760-510018af8ffc;S
028796-2;757ad343-aad0-4519-bb54-69de28e26301;SE
028798-9;8f76ee91-a3d7-42a9-8300-5f37de69322c;SE
028800-4;e3dd2361-4eb3-467b-bf2c-47b8bbac438a;SE
028801-2;d6a75a1d-dc02-43a2-979e-546baada401c;S
028802-0;e4073a98-1bf5-4742-88a7-53bf0e7ccf8b;S
028803-9;636e942c-c19d-4f25-9353-2b07ab6bd2f3;SE
028804-7;6f91f54a-093e-4f18-8d91-2db29f85218b;SE
028805-5;a03ae2bc-cd05-4ddd-b8ae-93570eda988f;SE
028806-3;cbdf5dd2-8094-466d-88f8-eda688f1c100;SE
028807-1;05b94e07-38bd-4ebe-b2d1-698c7e33756c;SE
028809-8;a90f9cea-9ca3-4209-a77a-9c00fcb01e48;S
028810-1;e57531ba-69b0-4ecb-9a69-ae66e8978201;S
028811-0;b7587106-8ea6-4a0d-aa54-deb35ed7e1db;S
028813-6;b45f6b9a-f296-470e-8a58-75d2af003762;SE
028817-9;8f88be79-9faa-4d0a-85ff-aa25f9698b80;SE
028819-5;ee74a84c-f31f-4038-a4db-078c2bd4567d;SE
028820-9;fdbe5969-6bdc-490f-8f42-8ac5343719bf;SE
028821-7;bf8cd3cd-fa8b-4c25-b290-7932eb948fd3;SE
028822-5;acb8f535-a896-411b-a314-4e76c935feb1;SE
028823-3;5adf995d-7800-40a9-9606-13f56c9398de;SE
028825-0;ee23b44a-feec-4d2e-9b54-fed84c9422a4;SE
028826-8;8ddd0945-59b6-4802-89de-4450b5eee038;SE
028829-2;dfbfdd29-3430-4b84-9c2e-479c6e235c0c;SE
028830-6;05e1b7a0-59cd-4db9-9540-b3f935c4787c;S
028831-4;b94a0167-fc59-41ea-a824-d08e4497eb00;S
028832-2;4fe639fc-bf80-4322-ade0-d8c15e51d3b4;SE
